"BAnTr","coding.noncoding"
"BAnTr.GP.5HG000512","noncoding"
"BAnTr.GP.5HG000514","noncoding"
"BAnTr.GP.5HG000516","noncoding"
"BAnTr.GP.5HG000518","noncoding"
"BAnTr.GP.5HG000520","noncoding"
"BAnTr.GP.5HG000522","noncoding"
"BAnTr.GP.5HG000524","undefined"
"BAnTr.GP.5HG000526","noncoding"
"BAnTr.GP.5HG000528","noncoding"
"BAnTr.GP.5HG000530","noncoding"
"BAnTr.GP.5HG000532","noncoding"
"BAnTr.GP.5HG000534","noncoding"
"BAnTr.GP.5HG000536","noncoding"
"BAnTr.GP.5HG000538","noncoding"
"BAnTr.GP.5HG000540","noncoding"
"BAnTr.GP.5HG000542","noncoding"
"BAnTr.GP.5HG000544","noncoding"
"BAnTr.GP.5HG000546","noncoding"
"BAnTr.GP.5HG000548","noncoding"
"BAnTr.GP.5HG000550","noncoding"
"BAnTr.GP.5HG000552","noncoding"
"BAnTr.GP.5HG000554","noncoding"
"BAnTr.GP.5HG000556","noncoding"
"BAnTr.GP.5HG000558","noncoding"
"BAnTr.GP.5HG000560","coding"
"BAnTr.GP.5HG000562","noncoding"
"BAnTr.GP.5HG000564","noncoding"
"BAnTr.GP.5HG000566","noncoding"
"BAnTr.GP.5HG000568","noncoding"
"BAnTr.GP.5HG000570","noncoding"
"BAnTr.GP.5HG000572","noncoding"
"BAnTr.GP.5HG000574","noncoding"
"BAnTr.GP.5HG000576","noncoding"
"BAnTr.GP.5HG000578","noncoding"
"BAnTr.GP.5HG000580","noncoding"
"BAnTr.GP.5HG000582","noncoding"
"BAnTr.GP.5HG000584","noncoding"
"BAnTr.GP.5HG000586","noncoding"
"BAnTr.GP.5HG000588","noncoding"
"BAnTr.GP.5HG000590","noncoding"
"BAnTr.GP.5HG000592","undefined"
"BAnTr.GP.5HG000594","noncoding"
"BAnTr.GP.5HG000596","noncoding"
"BAnTr.GP.5HG000598","noncoding"
"BAnTr.GP.5HG000600","undefined"
"BAnTr.GP.5HG000602","noncoding"
"BAnTr.GP.5HG000604","noncoding"
"BAnTr.GP.5HG000606","undefined"
"BAnTr.GP.5HG000608","noncoding"
"BAnTr.GP.5HG000610","noncoding"
"BAnTr.GP.5HG000612","noncoding"
"BAnTr.GP.5HG000614","noncoding"
"BAnTr.GP.5HG000616","noncoding"
"BAnTr.GP.5HG000618","coding"
"BAnTr.GP.5HG000620","coding"
"BAnTr.GP.5HG000622","noncoding"
"BAnTr.GP.5HG000624","noncoding"
"BAnTr.GP.5HG000626","noncoding"
"BAnTr.GP.5HG000628","undefined"
"BAnTr.GP.5HG000630","coding"
"BAnTr.GP.5HG000632","coding"
"BAnTr.GP.5HG000634","noncoding"
"BAnTr.GP.5HG000636","coding"
"BAnTr.GP.5HG000638","noncoding"
"BAnTr.GP.5HG000640","undefined"
"BAnTr.GP.5HG000642","noncoding"
"BAnTr.GP.5HG000644","noncoding"
"BAnTr.GP.5HG000646","undefined"
"BAnTr.GP.5HG000648","noncoding"
"BAnTr.GP.5HG000650","noncoding"
"BAnTr.GP.5HG000652","noncoding"
"BAnTr.GP.5HG000654","noncoding"
"BAnTr.GP.5HG000656","noncoding"
"BAnTr.GP.5HG000658","noncoding"
"BAnTr.GP.5HG000660","noncoding"
"BAnTr.GP.5HG000662","noncoding"
"BAnTr.GP.5HG000664","noncoding"
"BAnTr.GP.5HG000666","noncoding"
"BAnTr.GP.5HG000668","noncoding"
"BAnTr.GP.5HG000670","noncoding"
"BAnTr.GP.5HG000672","noncoding"
"BAnTr.GP.5HG000674","noncoding"
"BAnTr.GP.5HG000676","noncoding"
"BAnTr.GP.5HG000678","noncoding"
"BAnTr.GP.5HG000680","noncoding"
"BAnTr.GP.5HG000682","noncoding"
"BAnTr.GP.5HG000684","noncoding"
"BAnTr.GP.5HG000686","noncoding"
"BAnTr.GP.5HG000688","noncoding"
"BAnTr.GP.5HG000690","noncoding"
"BAnTr.GP.5HG000692","undefined"
"BAnTr.GP.5HG000694","noncoding"
"BAnTr.GP.5HG000696","noncoding"
"BAnTr.GP.5HG000698","coding"
"BAnTr.GP.5HG000700","coding"
"BAnTr.GP.5HG000702","noncoding"
"BAnTr.GP.5HG000704","coding"
"BAnTr.GP.5HG000706","coding"
"BAnTr.GP.5HG000708","coding"
"BAnTr.GP.5HG000710","noncoding"
"BAnTr.GP.5HG000712","undefined"
"BAnTr.GP.5HG000714","noncoding"
"BAnTr.GP.5HG000716","noncoding"
"BAnTr.GP.5HG000718","noncoding"
"BAnTr.GP.5HG000720","coding"
"BAnTr.GP.5HG000722","noncoding"
"BAnTr.GP.5HG000724","undefined"
"BAnTr.GP.5HG000726","undefined"
"BAnTr.GP.5HG000728","noncoding"
"BAnTr.GP.5HG000730","noncoding"
"BAnTr.GP.5HG000732","coding"
"BAnTr.GP.5HG000734","noncoding"
"BAnTr.GP.5HG000736","noncoding"
"BAnTr.GP.5HG000738","coding"
"BAnTr.GP.5HG000740","noncoding"
"BAnTr.GP.5HG000742","noncoding"
"BAnTr.GP.5HG000744","noncoding"
"BAnTr.GP.5HG000746","noncoding"
"BAnTr.GP.5HG000748","noncoding"
"BAnTr.GP.5HG000750","coding"
"BAnTr.GP.5HG000752","noncoding"
"BAnTr.GP.5HG000754","noncoding"
"BAnTr.GP.5HG000756","coding"
"BAnTr.GP.5HG000758","noncoding"
"BAnTr.GP.5HG000760","coding"
"BAnTr.GP.5HG000762","coding"
"BAnTr.GP.5HG000764","undefined"
"BAnTr.GP.5HG000766","noncoding"
"BAnTr.GP.5HG000768","undefined"
"BAnTr.GP.5HG000770","noncoding"
"BAnTr.GP.5HG000772","undefined"
"BAnTr.GP.5HG000774","coding"
"BAnTr.GP.5HG000776","noncoding"
"BAnTr.GP.5HG000778","coding"
"BAnTr.GP.5HG000780","coding"
"BAnTr.GP.5HG000782","noncoding"
"BAnTr.GP.5HG000784","noncoding"
"BAnTr.GP.5HG000786","coding"
"BAnTr.GP.5HG000788","coding"
"BAnTr.GP.5HG000790","coding"
"BAnTr.GP.5HG000792","coding"
"BAnTr.GP.5HG000794","coding"
"BAnTr.GP.5HG000796","noncoding"
"BAnTr.GP.5HG000798","coding"
"BAnTr.GP.5HG000800","coding"
"BAnTr.GP.5HG000802","noncoding"
"BAnTr.GP.5HG000804","noncoding"
"BAnTr.GP.5HG000806","undefined"
"BAnTr.GP.5HG000808","noncoding"
"BAnTr.GP.5HG000810","noncoding"
"BAnTr.GP.5HG000812","undefined"
"BAnTr.GP.5HG000814","undefined"
"BAnTr.GP.5HG000816","undefined"
"BAnTr.GP.5HG000818","noncoding"
"BAnTr.GP.5HG000820","noncoding"
"BAnTr.GP.5HG000822","noncoding"
"BAnTr.GP.5HG000824","noncoding"
"BAnTr.GP.5HG000826","noncoding"
"BAnTr.GP.5HG000828","coding"
"BAnTr.GP.5HG000830","noncoding"
"BAnTr.GP.5HG000832","noncoding"
"BAnTr.GP.5HG000834","noncoding"
"BAnTr.GP.5HG000836","noncoding"
"BAnTr.GP.5HG000838","noncoding"
"BAnTr.GP.5HG000840","noncoding"
"BAnTr.GP.5HG000842","undefined"
"BAnTr.GP.5HG000844","noncoding"
"BAnTr.GP.5HG000846","noncoding"
"BAnTr.GP.5HG000848","noncoding"
"BAnTr.GP.5HG000850","undefined"
"BAnTr.GP.5HG000852","coding"
"BAnTr.GP.5HG000854","noncoding"
"BAnTr.GP.5HG000856","coding"
"BAnTr.GP.5HG000858","coding"
"BAnTr.GP.5HG000860","noncoding"
"BAnTr.GP.5HG000862","coding"
"BAnTr.GP.5HG000864","noncoding"
"BAnTr.GP.5HG000866","noncoding"
"BAnTr.GP.5HG000868","noncoding"
"BAnTr.GP.5HG000870","coding"
"BAnTr.GP.5HG000872","noncoding"
"BAnTr.GP.5HG000874","coding"
"BAnTr.GP.5HG000876","noncoding"
"BAnTr.GP.5HG000878","noncoding"
"BAnTr.GP.5HG000880","noncoding"
"BAnTr.GP.5HG000882","undefined"
"BAnTr.GP.5HG000884","undefined"
"BAnTr.GP.5HG000886","noncoding"
"BAnTr.GP.5HG000888","noncoding"
"BAnTr.GP.5HG000890","coding"
"BAnTr.GP.5HG000892","coding"
"BAnTr.GP.5HG000894","coding"
"BAnTr.GP.5HG000896","coding"
"BAnTr.GP.5HG000898","noncoding"
"BAnTr.GP.5HG000900","noncoding"
"BAnTr.GP.5HG000902","coding"
"BAnTr.GP.5HG000904","noncoding"
"BAnTr.GP.5HG000906","coding"
"BAnTr.GP.5HG000908","noncoding"
"BAnTr.GP.5HG000910","noncoding"
"BAnTr.GP.5HG000912","coding"
"BAnTr.GP.5HG000914","coding"
"BAnTr.GP.5HG000916","coding"
"BAnTr.GP.5HG000918","coding"
"BAnTr.GP.5HG000920","coding"
"BAnTr.GP.5HG000922","coding"
"BAnTr.GP.5HG000924","noncoding"
"BAnTr.GP.5HG000926","noncoding"
"BAnTr.GP.5HG000928","coding"
"BAnTr.GP.5HG000930","coding"
"BAnTr.GP.5HG000932","noncoding"
"BAnTr.GP.5HG000934","coding"
"BAnTr.GP.5HG000936","coding"
"BAnTr.GP.5HG000938","noncoding"
"BAnTr.GP.5HG000940","coding"
"BAnTr.GP.5HG000942","coding"
"BAnTr.GP.5HG000944","noncoding"
"BAnTr.GP.5HG000946","coding"
"BAnTr.GP.5HG000948","coding"
"BAnTr.GP.5HG000950","coding"
"BAnTr.GP.5HG000952","coding"
"BAnTr.GP.5HG000954","noncoding"
"BAnTr.GP.5HG000956","noncoding"
"BAnTr.GP.5HG000958","noncoding"
"BAnTr.GP.5HG000960","noncoding"
"BAnTr.GP.5HG000962","noncoding"
"BAnTr.GP.5HG000964","coding"
"BAnTr.GP.5HG000966","noncoding"
"BAnTr.GP.5HG000968","undefined"
"BAnTr.GP.5HG000970","coding"
"BAnTr.GP.5HG000972","noncoding"
"BAnTr.GP.5HG000974","noncoding"
"BAnTr.GP.5HG000976","coding"
"BAnTr.GP.5HG000978","noncoding"
"BAnTr.GP.5HG000980","noncoding"
"BAnTr.GP.5HG000982","noncoding"
"BAnTr.GP.5HG000984","noncoding"
"BAnTr.GP.5HG000986","noncoding"
"BAnTr.GP.5HG000988","noncoding"
"BAnTr.GP.5HG000990","noncoding"
"BAnTr.GP.5HG000992","noncoding"
"BAnTr.GP.5HG000994","noncoding"
"BAnTr.GP.5HG000996","noncoding"
"BAnTr.GP.5HG000998","undefined"
"BAnTr.GP.5HG001000","noncoding"
"BAnTr.GP.5HG001002","coding"
"BAnTr.GP.5HG001004","coding"
"BAnTr.GP.5HG001006","coding"
"BAnTr.GP.5HG001008","coding"
"BAnTr.GP.5HG001010","undefined"
"BAnTr.GP.5HG001012","noncoding"
"BAnTr.GP.5HG001014","coding"
"BAnTr.GP.5HG001016","noncoding"
"BAnTr.GP.5HG001018","noncoding"
"BAnTr.GP.5HG001020","noncoding"
"BAnTr.GP.5HG001022","coding"
"BAnTr.GP.5HG001024","noncoding"
"BAnTr.GP.5HG001026","noncoding"
"BAnTr.GP.5HG001028","coding"
"BAnTr.GP.5HG001030","noncoding"
"BAnTr.GP.5HG001032","noncoding"
"BAnTr.GP.5HG001034","noncoding"
"BAnTr.GP.5HG001036","noncoding"
"BAnTr.GP.5HG001038","noncoding"
"BAnTr.GP.5HG001040","noncoding"
"BAnTr.GP.5HG001042","noncoding"
"BAnTr.GP.5HG001044","noncoding"
"BAnTr.GP.5HG001046","noncoding"
"BAnTr.GP.5HG001048","noncoding"
"BAnTr.GP.5HG001050","noncoding"
"BAnTr.GP.5HG001052","noncoding"
"BAnTr.GP.5HG001054","undefined"
"BAnTr.GP.5HG001056","noncoding"
"BAnTr.GP.5HG001058","noncoding"
"BAnTr.GP.5HG001060","coding"
"BAnTr.GP.5HG001062","coding"
"BAnTr.GP.5HG001064","noncoding"
"BAnTr.GP.5HG001066","noncoding"
"BAnTr.GP.5HG001068","noncoding"
"BAnTr.GP.5HG001070","noncoding"
"BAnTr.GP.5HG001072","noncoding"
"BAnTr.GP.5HG001074","noncoding"
"BAnTr.GP.5HG001076","noncoding"
"BAnTr.GP.5HG001078","noncoding"
"BAnTr.GP.5HG001080","noncoding"
"BAnTr.GP.5HG001082","noncoding"
"BAnTr.GP.5HG001084","coding"
"BAnTr.GP.5HG001086","noncoding"
"BAnTr.GP.5HG001088","noncoding"
"BAnTr.GP.5HG001090","noncoding"
"BAnTr.GP.5HG001092","noncoding"
"BAnTr.GP.5HG001094","noncoding"
"BAnTr.GP.5HG001096","noncoding"
"BAnTr.GP.5HG001098","coding"
"BAnTr.GP.5HG001100","noncoding"
"BAnTr.GP.5HG001102","coding"
"BAnTr.GP.5HG001104","noncoding"
"BAnTr.GP.5HG001106","noncoding"
"BAnTr.GP.5HG001108","noncoding"
"BAnTr.GP.5HG001110","undefined"
"BAnTr.GP.5HG001112","coding"
"BAnTr.GP.5HG001114","noncoding"
"BAnTr.GP.5HG001116","noncoding"
"BAnTr.GP.5HG001118","coding"
"BAnTr.GP.5HG001120","coding"
"BAnTr.GP.5HG001122","coding"
"BAnTr.GP.5HG001124","noncoding"
"BAnTr.GP.5HG001126","coding"
"BAnTr.GP.5HG001128","noncoding"
"BAnTr.GP.5HG001130","undefined"
"BAnTr.GP.5HG001132","noncoding"
"BAnTr.GP.5HG001134","noncoding"
"BAnTr.GP.5HG001136","noncoding"
"BAnTr.GP.5HG001138","noncoding"
"BAnTr.GP.5HG001140","noncoding"
"BAnTr.GP.5HG001142","noncoding"
"BAnTr.GP.5HG001144","noncoding"
"BAnTr.GP.5HG001146","noncoding"
"BAnTr.GP.5HG001148","noncoding"
"BAnTr.GP.5HG001150","noncoding"
"BAnTr.GP.5HG001152","noncoding"
"BAnTr.GP.5HG001154","noncoding"
"BAnTr.GP.5HG001156","noncoding"
"BAnTr.GP.5HG001158","noncoding"
"BAnTr.GP.5HG001160","coding"
"BAnTr.GP.5HG001162","coding"
"BAnTr.GP.5HG001164","coding"
"BAnTr.GP.5HG001166","coding"
"BAnTr.GP.5HG001168","coding"
"BAnTr.GP.5HG001170","coding"
"BAnTr.GP.5HG001172","coding"
"BAnTr.GP.5HG001174","coding"
"BAnTr.GP.5HG001176","noncoding"
"BAnTr.GP.5HG001178","noncoding"
"BAnTr.GP.5HG001180","coding"
"BAnTr.GP.5HG001182","coding"
"BAnTr.GP.5HG001184","noncoding"
"BAnTr.GP.5HG001186","noncoding"
"BAnTr.GP.5HG001188","noncoding"
"BAnTr.GP.5HG001190","noncoding"
"BAnTr.GP.5HG001192","noncoding"
"BAnTr.GP.5HG001194","noncoding"
"BAnTr.GP.5HG001196","noncoding"
"BAnTr.GP.5HG001198","coding"
"BAnTr.GP.5HG001200","noncoding"
"BAnTr.GP.5HG001202","coding"
"BAnTr.GP.5HG001204","coding"
"BAnTr.GP.5HG001206","coding"
"BAnTr.GP.5HG001208","coding"
"BAnTr.GP.5HG001210","coding"
"BAnTr.GP.5HG001212","noncoding"
"BAnTr.GP.5HG001214","noncoding"
"BAnTr.GP.5HG001216","coding"
"BAnTr.GP.5HG001218","coding"
"BAnTr.GP.5HG001220","coding"
"BAnTr.GP.5HG001222","coding"
"BAnTr.GP.5HG001224","coding"
"BAnTr.GP.5HG001226","coding"
"BAnTr.GP.5HG001228","coding"
"BAnTr.GP.5HG001230","coding"
"BAnTr.GP.5HG001232","coding"
"BAnTr.GP.5HG001234","coding"
"BAnTr.GP.5HG001236","coding"
"BAnTr.GP.5HG001238","coding"
"BAnTr.GP.5HG001240","undefined"
"BAnTr.GP.5HG001242","coding"
"BAnTr.GP.5HG001244","coding"
"BAnTr.GP.5HG001246","coding"
"BAnTr.GP.5HG001248","coding"
"BAnTr.GP.5HG001250","coding"
"BAnTr.GP.5HG001252","noncoding"
"BAnTr.GP.5HG001254","coding"
"BAnTr.GP.5HG001256","coding"
"BAnTr.GP.5HG001258","coding"
"BAnTr.GP.5HG001260","noncoding"
"BAnTr.GP.5HG001262","coding"
"BAnTr.GP.5HG001264","noncoding"
"BAnTr.GP.5HG001266","noncoding"
"BAnTr.GP.5HG001268","coding"
"BAnTr.GP.5HG001270","coding"
"BAnTr.GP.5HG001272","coding"
"BAnTr.GP.5HG001274","coding"
"BAnTr.GP.5HG001276","coding"
"BAnTr.GP.5HG001278","coding"
"BAnTr.GP.5HG001280","coding"
"BAnTr.GP.5HG001282","undefined"
"BAnTr.GP.5HG001284","coding"
"BAnTr.GP.5HG001286","noncoding"
"BAnTr.GP.5HG001288","coding"
"BAnTr.GP.5HG001290","noncoding"
"BAnTr.GP.5HG001292","noncoding"
"BAnTr.GP.5HG001294","undefined"
"BAnTr.GP.5HG001296","coding"
"BAnTr.GP.5HG001298","coding"
"BAnTr.GP.5HG001300","coding"
"BAnTr.GP.5HG001302","coding"
"BAnTr.GP.5HG001304","noncoding"
"BAnTr.GP.5HG001306","noncoding"
"BAnTr.GP.5HG001308","coding"
"BAnTr.GP.5HG001310","noncoding"
"BAnTr.GP.5HG001312","noncoding"
"BAnTr.GP.5HG001314","noncoding"
"BAnTr.GP.5HG001316","noncoding"
"BAnTr.GP.5HG001318","noncoding"
"BAnTr.GP.5HG001320","coding"
"BAnTr.GP.5HG001322","coding"
"BAnTr.GP.5HG001324","coding"
"BAnTr.GP.5HG001326","noncoding"
"BAnTr.GP.5HG001328","undefined"
"BAnTr.GP.5HG001330","noncoding"
"BAnTr.GP.5HG001332","noncoding"
"BAnTr.GP.5HG001334","undefined"
"BAnTr.GP.5HG001336","coding"
"BAnTr.GP.5HG001338","noncoding"
"BAnTr.GP.5HG001340","coding"
"BAnTr.GP.5HG001342","noncoding"
"BAnTr.GP.5HG001344","undefined"
"BAnTr.GP.5HG001346","noncoding"
"BAnTr.GP.5HG001348","coding"
"BAnTr.GP.5HG001350","noncoding"
"BAnTr.GP.5HG001352","coding"
"BAnTr.GP.5HG001354","noncoding"
"BAnTr.GP.5HG001356","noncoding"
"BAnTr.GP.5HG001358","coding"
"BAnTr.GP.5HG001360","noncoding"
"BAnTr.GP.5HG001362","noncoding"
"BAnTr.GP.5HG001364","noncoding"
"BAnTr.GP.5HG001366","noncoding"
"BAnTr.GP.5HG001368","coding"
"BAnTr.GP.5HG001370","coding"
"BAnTr.GP.5HG001372","noncoding"
"BAnTr.GP.5HG001374","coding"
"BAnTr.GP.5HG001376","coding"
"BAnTr.GP.5HG001378","coding"
"BAnTr.GP.5HG001380","coding"
"BAnTr.GP.5HG001382","coding"
"BAnTr.GP.5HG001384","coding"
"BAnTr.GP.5HG001386","coding"
"BAnTr.GP.5HG001388","noncoding"
"BAnTr.GP.5HG001390","coding"
"BAnTr.GP.5HG001392","coding"
"BAnTr.GP.5HG001394","coding"
"BAnTr.GP.5HG001396","noncoding"
"BAnTr.GP.5HG001398","coding"
"BAnTr.GP.5HG001400","coding"
"BAnTr.GP.5HG001402","coding"
"BAnTr.GP.5HG001404","coding"
"BAnTr.GP.5HG001406","coding"
"BAnTr.GP.5HG001408","coding"
"BAnTr.GP.5HG001410","coding"
"BAnTr.GP.5HG001412","coding"
"BAnTr.GP.5HG001414","coding"
"BAnTr.GP.5HG001416","coding"
"BAnTr.GP.5HG001418","noncoding"
"BAnTr.GP.5HG001420","noncoding"
"BAnTr.GP.5HG001422","coding"
"BAnTr.GP.5HG001424","noncoding"
"BAnTr.GP.5HG001426","coding"
"BAnTr.GP.5HG001428","coding"
"BAnTr.GP.5HG001430","coding"
"BAnTr.GP.5HG001432","noncoding"
"BAnTr.GP.5HG001434","noncoding"
"BAnTr.GP.5HG001436","noncoding"
"BAnTr.GP.5HG001438","noncoding"
"BAnTr.GP.5HG001440","coding"
"BAnTr.GP.5HG001442","coding"
"BAnTr.GP.5HG001444","noncoding"
"BAnTr.GP.5HG001446","coding"
"BAnTr.GP.5HG001448","noncoding"
"BAnTr.GP.5HG001450","noncoding"
"BAnTr.GP.5HG001452","noncoding"
"BAnTr.GP.5HG001454","coding"
"BAnTr.GP.5HG001456","coding"
"BAnTr.GP.5HG001458","coding"
"BAnTr.GP.5HG001460","noncoding"
"BAnTr.GP.5HG001462","coding"
"BAnTr.GP.5HG001464","coding"
"BAnTr.GP.5HG001466","coding"
"BAnTr.GP.5HG001468","noncoding"
"BAnTr.GP.5HG001470","undefined"
"BAnTr.GP.5HG001472","noncoding"
"BAnTr.GP.5HG001474","coding"
"BAnTr.GP.5HG001476","noncoding"
"BAnTr.GP.5HG001478","undefined"
"BAnTr.GP.5HG001480","coding"
"BAnTr.GP.5HG001482","coding"
"BAnTr.GP.5HG001484","coding"
"BAnTr.GP.5HG001486","coding"
"BAnTr.GP.5HG001488","noncoding"
"BAnTr.GP.5HG001490","undefined"
"BAnTr.GP.5HG001492","coding"
"BAnTr.GP.5HG001494","coding"
"BAnTr.GP.5HG001496","coding"
"BAnTr.GP.5HG001498","coding"
"BAnTr.GP.5HG001500","coding"
"BAnTr.GP.5HG001502","undefined"
"BAnTr.GP.5HG001504","noncoding"
"BAnTr.GP.5HG001506","noncoding"
"BAnTr.GP.5HG001508","coding"
"BAnTr.GP.5HG001510","noncoding"
"BAnTr.GP.5HG001512","noncoding"
"BAnTr.GP.5HG001514","noncoding"
"BAnTr.GP.5HG001516","noncoding"
"BAnTr.GP.5HG001518","noncoding"
"BAnTr.GP.5HG001520","noncoding"
"BAnTr.GP.5HG001522","noncoding"
"BAnTr.GP.5HG001524","coding"
"BAnTr.GP.5HG001526","noncoding"
"BAnTr.GP.5HG001528","noncoding"
"BAnTr.GP.5HG001530","undefined"
"BAnTr.GP.5HG001532","noncoding"
"BAnTr.GP.5HG001534","undefined"
"BAnTr.GP.5HG001536","noncoding"
"BAnTr.GP.5HG001538","undefined"
"BAnTr.GP.5HG001540","noncoding"
"BAnTr.GP.5HG001542","undefined"
"BAnTr.GP.5HG001544","coding"
"BAnTr.GP.5HG001546","noncoding"
"BAnTr.GP.5HG001548","undefined"
"BAnTr.GP.5HG001550","coding"
"BAnTr.GP.5HG001552","undefined"
"BAnTr.GP.5HG001554","noncoding"
"BAnTr.GP.5HG001556","undefined"
"BAnTr.GP.5HG001558","coding"
"BAnTr.GP.5HG001560","noncoding"
"BAnTr.GP.5HG001562","noncoding"
"BAnTr.GP.5HG001564","coding"
"BAnTr.GP.5HG001566","coding"
"BAnTr.GP.5HG001568","noncoding"
"BAnTr.GP.5HG001570","noncoding"
"BAnTr.GP.5HG001572","noncoding"
"BAnTr.GP.5HG001574","coding"
"BAnTr.GP.5HG001576","coding"
"BAnTr.GP.5HG001578","coding"
"BAnTr.GP.5HG001580","coding"
"BAnTr.GP.5HG001582","noncoding"
"BAnTr.GP.5HG001584","coding"
"BAnTr.GP.5HG001586","noncoding"
"BAnTr.GP.5HG001588","noncoding"
"BAnTr.GP.5HG001590","noncoding"
"BAnTr.GP.5HG001592","coding"
"BAnTr.GP.5HG001594","coding"
"BAnTr.GP.5HG001596","coding"
"BAnTr.GP.5HG001598","coding"
"BAnTr.GP.5HG001600","noncoding"
"BAnTr.GP.5HG001602","noncoding"
"BAnTr.GP.5HG001604","coding"
"BAnTr.GP.5HG001606","noncoding"
"BAnTr.GP.5HG001608","coding"
"BAnTr.GP.5HG001610","coding"
"BAnTr.GP.5HG001612","noncoding"
"BAnTr.GP.5HG001614","coding"
"BAnTr.GP.5HG001616","coding"
"BAnTr.GP.5HG001618","coding"
"BAnTr.GP.5HG001620","coding"
"BAnTr.GP.5HG001622","noncoding"
"BAnTr.GP.5HG001624","coding"
"BAnTr.GP.5HG001626","coding"
"BAnTr.GP.5HG001628","noncoding"
"BAnTr.GP.5HG001630","noncoding"
"BAnTr.GP.5HG001632","noncoding"
"BAnTr.GP.5HG001634","coding"
"BAnTr.GP.5HG001636","coding"
"BAnTr.GP.5HG001638","coding"
"BAnTr.GP.5HG001640","coding"
"BAnTr.GP.5HG001642","coding"
"BAnTr.GP.5HG001644","coding"
"BAnTr.GP.5HG001646","noncoding"
"BAnTr.GP.5HG001648","coding"
"BAnTr.GP.5HG001650","coding"
"BAnTr.GP.5HG001652","noncoding"
"BAnTr.GP.5HG001654","coding"
"BAnTr.GP.5HG001656","coding"
"BAnTr.GP.5HG001658","undefined"
"BAnTr.GP.5HG001660","undefined"
"BAnTr.GP.5HG001662","coding"
"BAnTr.GP.5HG001664","noncoding"
"BAnTr.GP.5HG001666","noncoding"
"BAnTr.GP.5HG001668","coding"
"BAnTr.GP.5HG001670","coding"
"BAnTr.GP.5HG001672","coding"
"BAnTr.GP.5HG001674","noncoding"
"BAnTr.GP.5HG001676","coding"
"BAnTr.GP.5HG001678","coding"
"BAnTr.GP.5HG001680","noncoding"
"BAnTr.GP.5HG001682","noncoding"
"BAnTr.GP.5HG001684","noncoding"
"BAnTr.GP.5HG001686","coding"
"BAnTr.GP.5HG001688","noncoding"
"BAnTr.GP.5HG001690","noncoding"
"BAnTr.GP.5HG001692","coding"
"BAnTr.GP.5HG001694","coding"
"BAnTr.GP.5HG001696","coding"
"BAnTr.GP.5HG001698","coding"
"BAnTr.GP.5HG001700","coding"
"BAnTr.GP.5HG001702","coding"
"BAnTr.GP.5HG001704","noncoding"
"BAnTr.GP.5HG001706","coding"
"BAnTr.GP.5HG001708","noncoding"
"BAnTr.GP.5HG001710","coding"
"BAnTr.GP.5HG001712","coding"
"BAnTr.GP.5HG001714","noncoding"
"BAnTr.GP.5HG001716","coding"
"BAnTr.GP.5HG001718","coding"
"BAnTr.GP.5HG001720","undefined"
"BAnTr.GP.5HG001722","noncoding"
"BAnTr.GP.5HG001724","coding"
"BAnTr.GP.5HG001726","noncoding"
"BAnTr.GP.5HG001728","noncoding"
"BAnTr.GP.5HG001730","noncoding"
"BAnTr.GP.5HG001732","undefined"
"BAnTr.GP.5HG001734","coding"
"BAnTr.GP.5HG001736","coding"
"BAnTr.GP.5HG001738","coding"
"BAnTr.GP.5HG001740","noncoding"
"BAnTr.GP.5HG001742","noncoding"
"BAnTr.GP.5HG001744","noncoding"
"BAnTr.GP.5HG001746","noncoding"
"BAnTr.GP.5HG001748","coding"
"BAnTr.GP.5HG001750","coding"
"BAnTr.GP.5HG001752","coding"
"BAnTr.GP.5HG001754","coding"
"BAnTr.GP.5HG001756","coding"
"BAnTr.GP.5HG001758","coding"
"BAnTr.GP.5HG001760","coding"
"BAnTr.GP.5HG001762","coding"
"BAnTr.GP.5HG001764","coding"
"BAnTr.GP.5HG001766","coding"
"BAnTr.GP.5HG001768","noncoding"
"BAnTr.GP.5HG001770","coding"
"BAnTr.GP.5HG001772","noncoding"
"BAnTr.GP.5HG001774","coding"
"BAnTr.GP.5HG001776","coding"
"BAnTr.GP.5HG001778","coding"
"BAnTr.GP.5HG001780","coding"
"BAnTr.GP.5HG001782","noncoding"
"BAnTr.GP.5HG001784","coding"
"BAnTr.GP.5HG001786","noncoding"
"BAnTr.GP.5HG001788","coding"
"BAnTr.GP.5HG001790","coding"
"BAnTr.GP.5HG001792","coding"
"BAnTr.GP.5HG001794","coding"
"BAnTr.GP.5HG001796","noncoding"
"BAnTr.GP.5HG001798","coding"
"BAnTr.GP.5HG001800","noncoding"
"BAnTr.GP.5HG001802","coding"
"BAnTr.GP.5HG001804","coding"
"BAnTr.GP.5HG001806","coding"
"BAnTr.GP.5HG001808","coding"
"BAnTr.GP.5HG001810","coding"
"BAnTr.GP.5HG001812","coding"
"BAnTr.GP.5HG001814","coding"
"BAnTr.GP.5HG001816","noncoding"
"BAnTr.GP.5HG001818","coding"
"BAnTr.GP.5HG001820","coding"
"BAnTr.GP.5HG001822","coding"
"BAnTr.GP.5HG001824","noncoding"
"BAnTr.GP.5HG001826","coding"
"BAnTr.GP.5HG001828","coding"
"BAnTr.GP.5HG001830","undefined"
"BAnTr.GP.5HG001832","coding"
"BAnTr.GP.5HG001834","coding"
